 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-22-23-127734-58ba0cddc6de-1
trials-all-1  | [arm-1] [INFO] [1698542566.628895304] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.632842062] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542566.643044438] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.646998197] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542566.652099885] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542566.656709603] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.669057848] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.672602631] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542566.680544145] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.682463028] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.686405787] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.699156007] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.706893534] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.710726299] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.720882678] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.726011365] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.729918126] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.733559903] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.740111502] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.744849213] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.753258698] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.759929290] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.763687060] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.767666817] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.776227294] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.779572089] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.788066570] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.794990146] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.802617680] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.808399326] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.814812934] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542566.817975740] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542566.826133242] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542566.826152240] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.837668536] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.841550299] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.845361066] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.848662864] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542566.856220402] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542566.858370270] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542566.862982988] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.877478102] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542566.883153755] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.889620359] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.893348131] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.896676928] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698542566.898082842] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.901152654] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542566.905709375] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.910098107] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542566.919132554] [coordinator]: The time of execution of above program is:8.08036494255066
trials-all-1  | [arm-1] [INFO] [1698542566.923260302] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542566.924648217] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542566.936743477] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.940695236] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.944143025] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542566.940086273] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542566.949411703] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542566.962550899] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542566.968573531] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542566.977038013] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542566.980627793] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542566.977810966] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542566.981153761] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542566.994195964] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542566.998164721] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542566.996584818] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542567.000253593] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.007498150] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.015110685] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542567.019012447] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542567.028836847] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.032710611] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.036267394] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.031061712] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698542567.044099915] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542567.048947619] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542567.049206604] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.055888196] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542567.065570604] [coordinator]: The time of execution of above program is:8.227853059768677
trials-all-1  | [coordinator-2] [INFO] [1698542567.069919339] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542567.071190261] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.082275584] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.085991358] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542567.082293583] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542567.090231099] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.094571834] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.098326604] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.095151798] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.098802575] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.111252815] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.115488556] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542567.122753113] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698542567.126790866] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542567.130280653] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542567.132500518] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.141386975] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.145164744] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542567.148634533] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542567.151337368] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.157077017] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.168909295] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.177528768] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.185815262] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.187680149] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542567.193590788] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.203699170] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542567.203699170] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542567.208892853] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542567.210500755] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542567.221809065] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.226119801] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.230062561] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.233570347] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.233103375] [coordinator]: The time of execution of above program is:8.38944387435913
trials-all-1  | [coordinator-2] [INFO] [1698542567.236522166] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542567.244933653] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542567.251473253] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.261156662] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.269026182] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.272519968] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.276631717] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.279998512] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.275211804] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542567.278808584] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.288135015] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.297514442] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542567.308926745] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542567.314252420] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.314434409] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542567.318478162] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542567.323589850] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.331535365] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542567.333304257] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542567.342232712] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.349865246] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542567.355905877] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542567.359701645] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542567.368180127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.373864780] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.384087156] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.388480888] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542567.396271412] [coordinator]: The time of execution of above program is:8.534824132919312
trials-all-1  | [arm-1] [INFO] [1698542567.401215110] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.405331859] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.407044754] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542567.418600049] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.422538808] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.433162160] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.444453470] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.448140245] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.433987109] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542567.440815692] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542567.446508345] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.450105125] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542567.458290625] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542567.468528000] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542567.472192776] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.475834554] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542567.473822677] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542567.488139803] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.491880574] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542567.502005956] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542567.512477317] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542567.517047038] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.530734202] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.534717959] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542567.542119507] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542567.548327128] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542567.554153772] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542567.558774490] [coordinator]: The time of execution of above program is:8.727400302886963
trials-all-1  | [arm-1] [INFO] [1698542567.563291214] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.569514834] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.573505590] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542567.576922382] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.580557160] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542567.584525917] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542567.594115332] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542567.601592875] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.611988241] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.615666016] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542567.619847761] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.627137316] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.630859088] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542567.637836662] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542567.628432237] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542567.633894903] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542567.638559618] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542567.646688122] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542567.657937435] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542567.658687389] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542567.662743142] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542567.669879706] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542567.674152445] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.684845792] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542567.689647499] [arm]: Action result: False
