 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-21-40-21-004232-7551cb06f269-1
trials-all-1  | [arm-1] [INFO] [1698529245.950788179] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529245.960932482] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529245.965674623] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529245.973972871] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.977942990] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529245.991840405] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529245.998763612] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.007478872] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529246.009695938] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.012900033] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529246.017143159] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529246.016193131] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.029097515] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.029455525] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529246.039605827] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.045028988] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529246.048836102] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529246.052130200] [coordinator]: The time of execution of above program is:9.086048126220703
trials-all-1  | [robot-6] [INFO] [1698529246.048296086] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.052062198] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.061415476] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.075443893] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529246.081912085] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529246.087889263] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529246.100188629] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.100918650] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.105560788] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.110389932] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.117816153] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.127210432] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.130645534] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.138150757] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529246.142235879] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529246.148822075] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529246.139048784] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.143384913] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.158909375] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.164760549] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.163988526] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698529246.180336012] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.190420312] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.202511671] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.205950773] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529246.209315874] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529246.209999894] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.220790215] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.225354350] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529246.228705450] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529246.230614507] [coordinator]: The time of execution of above program is:9.262739181518555
trials-all-1  | [robot-6] [INFO] [1698529246.233475592] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.250806107] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529246.255505247] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529246.255677252] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.265592547] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.276000856] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.285115127] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.289119247] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.301198606] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.304938717] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.308243815] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.316252053] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698529246.326819368] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529246.334171586] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.338134704] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.327381384] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.349722049] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.354137180] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.352759139] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.356444248] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.361691405] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.367185568] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.376851855] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.380744971] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.377151864] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529246.382493023] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529246.386792151] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529246.388803211] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529246.401315583] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529246.403359644] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.407973781] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.411733893] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.409913838] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529246.413511945] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529246.418536095] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.422102201] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529246.435661604] [coordinator]: The time of execution of above program is:9.4510178565979
trials-all-1  | [coordinator-2] [INFO] [1698529246.439390715] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529246.442763815] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529246.437596662] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.441315772] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.460018328] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.463490432] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.460183333] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529246.463696438] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.468882592] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.472746707] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698529246.482349992] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.493254317] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.497568445] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.501180552] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529246.496658418] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529246.501008547] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698529246.504865662] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529246.519638101] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529246.532728490] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.540656726] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698529246.548597962] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.552348074] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529246.559339282] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698529246.563042392] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.569126573] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.573011688] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.576562794] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.574454731] [coordinator]: The time of execution of above program is:9.596713304519653
trials-all-1  | [robot-6] [INFO] [1698529246.587342114] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.593765305] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529246.602434563] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698529246.606353680] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529246.603191586] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.606855695] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.610469802] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.613497892] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529246.619339066] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.632240449] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.637873617] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.643637788] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.649264956] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.658035216] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529246.665522439] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.658266223] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.662109338] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.665827448] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.669280551] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.674754714] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.679450853] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.686264056] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529246.687320087] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529246.694331296] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529246.701188500] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529246.716332950] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698529246.717850995] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.728432310] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.728819321] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698529246.735987534] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529246.744077775] [coordinator]: The time of execution of above program is:9.766377210617065
trials-all-1  | [robot-6] [INFO] [1698529246.748732913] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.758520204] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529246.763138342] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698529246.764469381] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698529246.768109490] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529246.769647535] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.777854779] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529246.783308941] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.784427975] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.800437451] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.807523662] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.813864850] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.824176157] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.825861207] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698529246.829104303] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698529246.833975448] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.844030747] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.847968864] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529246.855915100] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698529246.859342202] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.872597597] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.882383888] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698529246.888744077] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698529246.897122326] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.900913439] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698529246.904348541] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698529246.900602429] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698529246.904538546] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698529246.909236686] [coordinator]: The time of execution of above program is:9.941844463348389
trials-all-1  | [robot-6] [INFO] [1698529246.924597143] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698529246.928712265] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698529246.928853269] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698529246.933795416] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698529246.946978808] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529246.950717919] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529246.958110139] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698529246.947343819] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698529246.953696008] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.957937134] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698529246.966828399] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698529246.970665513] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698529246.976724693] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698529246.980340800] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698529246.990058089] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698529246.996837291] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698529247.001986444] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698529247.006853589] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698529247.016491874] [arm]: Action: a_pick_up_sample
