 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-28-22-54-24-081915-4788d038a40e-1
trials-all-1  | [coordinator-2] [INFO] [1698533688.716559585] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533688.720062486] [coordinator]: The time of execution of above program is:8.358180284500122
trials-all-1  | [arm-1] [INFO] [1698533688.717703552] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.721346450] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.724944348] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533688.734957066] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.738922955] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.744734791] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533688.748264692] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533688.758516403] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.770131076] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.775453926] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.785029656] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.786423617] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.795980348] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.802098175] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.805133090] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533688.808511995] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.807963010] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.815496798] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533688.821264636] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533688.830887365] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.835257241] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.838984137] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.843949997] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.842737031] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533688.846764917] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533688.857625611] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.860521530] [coordinator]: The time of execution of above program is:8.488525390625
trials-all-1  | [coordinator-2] [INFO] [1698533688.864380421] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533688.867789325] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533688.863878435] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533688.867734327] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.882711905] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533688.890482686] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.896790508] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533688.907473208] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533688.910046135] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533688.917435927] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.923219764] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533688.925795691] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533688.929039600] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533688.935845408] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533688.939464306] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533688.938053346] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.952540938] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533688.956181836] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533688.965363577] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533688.970962419] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533688.974731313] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533688.977660231] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698533688.981270129] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533688.981639119] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533688.993215793] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533689.002212539] [coordinator]: The time of execution of above program is:8.624268531799316
trials-all-1  | [arm-1] [INFO] [1698533689.002839522] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.010560304] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.014369197] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.017870098] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.014438195] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533689.018046094] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533689.031115726] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.038159527] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.047286271] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.054283074] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.063448816] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.070412620] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.077317425] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.083314257] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.089232090] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.097916846] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533689.099087813] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698533689.101760737] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533689.108664543] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533689.112272442] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533689.112713429] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533689.127613010] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533689.130927916] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.134898805] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.133938832] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533689.137566730] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533689.140283653] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.149012407] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.152566307] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533689.161043069] [coordinator]: The time of execution of above program is:8.779068231582642
trials-all-1  | [coordinator-2] [INFO] [1698533689.166564913] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698533689.168697853] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.172479747] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.175909650] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.183879426] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.193990142] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.198383018] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533689.194341132] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533689.206734783] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.211372652] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.216762501] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533689.224636279] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.227878188] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.232627054] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.236318950] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533689.236536944] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533689.240028846] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698533689.243627745] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533689.241956792] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.245718686] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.257222362] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533689.263862175] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533689.269003030] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.273397907] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.277699786] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.278350767] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533689.283548621] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698533689.292168378] [coordinator]: The time of execution of above program is:8.925149917602539
trials-all-1  | [robot-6] [INFO] [1698533689.284093606] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.287755503] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.297108239] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.301298121] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.305551002] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.312076818] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.316607690] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533689.331247278] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698533689.334125197] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533689.340791010] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.352914669] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533689.367822249] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.373669084] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.378595946] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.385854742] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.391683577] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.398222393] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.405964176] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.409845066] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533689.408140114] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533689.411753013] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.423239689] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.429812504] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.435050357] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.441011189] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.449527949] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.453356842] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698533689.449735944] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698533689.461308618] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533689.467517443] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533689.474027260] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.477974149] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.481750043] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.479253113] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533689.482905010] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698533689.490644792] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.497605596] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533689.498383574] [coordinator]: The time of execution of above program is:9.124449729919434
trials-all-1  | [coordinator-2] [INFO] [1698533689.502452460] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698533689.506351350] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698533689.507039331] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698533689.524657835] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.530412673] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.532129625] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.545473249] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.546556219] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.556713933] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.564979700] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698533689.570497545] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698533689.574224440] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533689.573371464] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.583632175] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.587303072] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.590767974] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.601144682] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698533689.603461617] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698533689.609300453] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.613460336] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.630944843] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.635018729] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.641771539] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698533689.651328270] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.653338213] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698533689.657149106] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698533689.658468069] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698533689.661157993] [coordinator]: The time of execution of above program is:9.29872751235962
trials-all-1  | [coordinator-2] [INFO] [1698533689.664970886] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698533689.664691894] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.668455788] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.681885410] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698533689.686426282] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698533689.694459056] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698533689.702268836] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698533689.707842679] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698533689.713276526] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698533689.715848454] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698533689.719632347] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698533689.728948085] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698533689.736661868] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.747195572] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698533689.751165460] [arm]: Action result: False
