 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-00-12-02-529659-d18ed5c6bb5c-1
trials-all-1  | [environment-3] [INFO] [1698538346.923962977] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698538346.924828966] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538346.927827930] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538346.929282912] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.934556848] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.939934783] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.947088696] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538346.952527630] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538346.954399607] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538346.963909492] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538346.969562423] [arm]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538346.970381413] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538346.974651361] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538346.975719348] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538346.981724275] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538346.986779214] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538346.994845116] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.001795032] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538347.004134003] [coordinator]: The time of execution of above program is:8.359050273895264
trials-all-1  | [coordinator-2] [INFO] [1698538347.008286953] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538347.010532926] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.015322867] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.020568804] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.025571743] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.033047652] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.037985592] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698538347.040659560] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538347.051847424] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.056867363] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.062245298] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698538347.069482210] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.071396187] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.079265091] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.085043021] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.094035912] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.097858866] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538347.108153741] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538347.112283691] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.108388738] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.120243594] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.128742491] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.137880380] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538347.142228327] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538347.148331253] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.151968209] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.167718018] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.171712970] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.179744872] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538347.191834725] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538347.196384670] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698538347.202224599] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.206606546] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538347.215033444] [coordinator]: The time of execution of above program is:8.58071756362915
trials-all-1  | [coordinator-2] [INFO] [1698538347.219010396] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538347.224065334] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538347.217589413] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.221743363] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.241667121] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.245961069] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.245121079] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.258119921] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.262528868] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.259996898] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.264062849] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.271614757] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698538347.284238604] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538347.290192532] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.294642478] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.304822354] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698538347.308992304] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538347.315124229] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.323332130] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.324253119] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698538347.331145035] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538347.336694968] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538347.340937916] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538347.345139865] [coordinator]: The time of execution of above program is:8.725359916687012
trials-all-1  | [robot-6] [INFO] [1698538347.347188840] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538347.348787821] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698538347.356810723] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.364962625] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.369123574] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538347.376711482] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538347.377720470] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.381667422] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.385212379] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.399900201] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.405751130] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.411205063] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.419409964] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.423504914] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.426901873] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.430431830] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.426623876] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.449358600] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.453532550] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.461495453] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.465222408] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538347.464473417] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538347.468220371] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538347.483470186] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698538347.492241080] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.495742038] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.493812061] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538347.506006913] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538347.510767855] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538347.514603809] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.521409726] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.530279618] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.534461568] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538347.532009597] [coordinator]: The time of execution of above program is:8.895150661468506
trials-all-1  | [coordinator-2] [INFO] [1698538347.535520555] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538347.539205510] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698538347.543932453] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.547553409] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.549010391] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.556390302] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.574875077] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.579113026] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.582680983] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.596530814] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.600620765] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698538347.601936749] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538347.607896677] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.617059565] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.620899519] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538347.622610498] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538347.638694303] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538347.645546220] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538347.650758156] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538347.651092152] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.660477038] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.664173994] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538347.660530038] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538347.664385991] [coordinator]: The time of execution of above program is:9.044914960861206
trials-all-1  | [arm-1] [INFO] [1698538347.678291822] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.682042777] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538347.690518674] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698538347.696363603] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538347.701379542] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.708430457] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.717105351] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.720832306] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.724191265] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.732166169] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.732492165] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538347.739409081] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.748306973] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.755773882] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.763058794] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698538347.773319669] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538347.777541618] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.774831651] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.779068599] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.782880553] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.792754433] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538347.795496400] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538347.806463267] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698538347.818220124] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698538347.823300063] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.835752911] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.844800802] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.848750754] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698538347.849120749] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698538347.852813704] [coordinator]: The time of execution of above program is:9.233521699905396
trials-all-1  | [arm-1] [INFO] [1698538347.856928655] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538347.870157494] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538347.872277468] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538347.874397443] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698538347.883435333] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.887499284] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698538347.900026132] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538347.904347079] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.913516968] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.917327922] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698538347.915477944] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698538347.927702796] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698538347.931279752] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698538347.928541785] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698538347.931960744] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698538347.937010683] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698538347.950922514] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698538347.954235474] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698538347.963175365] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698538347.968493301] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698538347.971962259] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.981088148] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698538347.984797103] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698538347.988198062] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698538347.994327987] [coordinator]: The time of execution of above program is:9.352947235107422
trials-all-1  | [coordinator-2] [INFO] [1698538347.999136929] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698538347.997283951] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698538348.004310866] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698538348.009552802] [robot]: not ready
