 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-06-20-130142-603a8ef8b169-1
trials-all-1  | [coordinator-2] [INFO] [1698541604.156376836] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541604.160234830] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541604.167323818] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.174906806] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.182956794] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.186933788] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541604.192854778] [coordinator]: The time of execution of above program is:7.8798158168792725
trials-all-1  | [robot-6] [INFO] [1698541604.194828775] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541604.197199771] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541604.201286765] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541604.201322765] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.212145748] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.216037742] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.219713736] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.229873720] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541604.237390708] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.242199701] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.246588694] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.256407678] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.263046668] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.277785645] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541604.284496634] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541604.296673615] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698541604.303959603] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541604.308949596] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541604.330474562] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541604.334073556] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.341836544] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541604.344666539] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698541604.349208532] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.354283524] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541604.355997521] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541604.359617516] [coordinator]: The time of execution of above program is:8.075621604919434
trials-all-1  | [arm-1] [INFO] [1698541604.367193504] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.373216494] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.378820486] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.385415475] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.394758460] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.401516450] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.410651435] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.417858424] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541604.420196420] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541604.424899413] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541604.426475411] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.434936397] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.443014385] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.443719383] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.457068362] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.462340354] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541604.471801339] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.472050339] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.476173332] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.483352321] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541604.486135317] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541604.489407312] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.497061299] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.501417293] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541604.499110296] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541604.507666283] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541604.526874253] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.530834246] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.534580240] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.531041246] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541604.550059216] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541604.550887215] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541604.556001207] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541604.560584200] [coordinator]: The time of execution of above program is:8.275610208511353
trials-all-1  | [robot-6] [INFO] [1698541604.564805193] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698541604.564869193] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698541604.571236183] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.579530170] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.583553163] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541604.589259154] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541604.591244151] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.595159145] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.597995141] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541604.604705130] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.618917108] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.623104101] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541604.629398091] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.630806089] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.635412082] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.639240076] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541604.641031073] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [arm-1] [INFO] [1698541604.660424042] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541604.661537041] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698541604.665696034] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541604.675836018] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.687205000] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.695323987] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.699760980] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.707596968] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.701636978] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541604.713793958] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.723088944] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.727065937] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541604.725996939] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698541604.733605927] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541604.738389920] [coordinator]: The time of execution of above program is:8.453328847885132
trials-all-1  | [arm-1] [INFO] [1698541604.748389904] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.758950887] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.764132879] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541604.760356885] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541604.763787880] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541604.771984867] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541604.775891861] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.787433842] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.789840839] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.799019824] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.803129818] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541604.802362819] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541604.805753814] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.819682792] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698541604.820264791] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541604.830436775] [robot]: door closed
trials-all-1  | [coordinator-2] [INFO] [1698541604.843281755] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541604.843905754] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541604.847879747] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541604.849262745] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.855366736] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.862865724] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.866981717] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541604.873107708] [coordinator]: The time of execution of above program is:8.567488670349121
trials-all-1  | [coordinator-2] [INFO] [1698541604.877910700] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541604.881986694] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541604.891338679] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541604.895929672] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.898557668] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541604.908975651] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541604.918453636] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.922370630] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.925892625] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541604.922464630] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541604.926139624] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541604.935477609] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.940751601] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.957880574] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541604.962302567] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541604.967702559] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541604.973710549] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541604.980118539] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541604.983895533] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698541604.980945538] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698541604.995095516] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698541604.995181516] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541605.006056498] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541605.010049492] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541605.014322485] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541605.020986475] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.024923468] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698541605.027181465] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541605.033029456] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.037461449] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541605.044818437] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698541605.055207420] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.058585415] [coordinator]: The time of execution of above program is:8.764482498168945
trials-all-1  | [arm-1] [INFO] [1698541605.059434414] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.064491406] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698541605.068954399] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698541605.065939403] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.069970397] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.078544383] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.082699377] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541605.083953375] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698541605.087819369] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541605.091723363] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698541605.100652348] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698541605.105097341] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698541605.111404331] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698541605.115863324] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698541605.111719331] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698541605.120018318] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698541605.120075318] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698541605.136426292] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698541605.130720301] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.140713285] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698541605.152972266] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.154702263] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [arm-1] [INFO] [1698541605.157294259] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.161882251] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698541605.165732245] [coordinator]: The time of execution of above program is:8.881550312042236
trials-all-1  | [robot-6] [INFO] [1698541605.164371247] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.168189241] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.179106224] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.184519216] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698541605.199556192] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698541605.201610188] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698541605.206517181] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698541605.206537181] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698541605.213965169] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698541605.217913163] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.225320151] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698541605.230311143] [arm]: Action result: False
