 Network trials_ros  Creating
 Network trials_ros  Created
 Container trials-all-1  Creating
 Container trials-all-1  Created
Attaching to trials-all-1
trials-all-1  | [INFO] [launch]: All log files can be found below /root/.ros/log/2023-10-29-01-13-00-930114-e1e1b5bc6e59-1
trials-all-1  | [arm-1] [INFO] [1698542002.759393093] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.762025944] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.768156595] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542002.772209364] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.767724619] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.771565401] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.786697541] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542002.796229999] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [robot-6] [INFO] [1698542002.803744571] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.817916766] [arm]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.824393397] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.829116129] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.838125616] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542002.842138388] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542002.842204384] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542002.858011486] [robot]: door closed
trials-all-1  | [robot-6] [INFO] [1698542002.867980919] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.871803701] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542002.875796474] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542002.879480265] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542002.881379157] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.887595803] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542002.888960726] [coordinator]: The time of execution of above program is:8.280018091201782
trials-all-1  | [coordinator-2] [INFO] [1698542002.892718512] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542002.896444300] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542002.905534783] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.910591496] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542002.911532442] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.919034016] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.922974792] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542002.933043219] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542002.936306034] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.940800778] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542002.945140531] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.949730270] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542002.963685477] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542002.968525202] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542002.977655683] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542002.983926326] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542002.988204083] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542002.985973210] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542002.997849534] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542003.000083407] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.003555210] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542003.010063840] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542003.016261488] [coordinator]: door_closed
trials-all-1  | [coordinator-2] [INFO] [1698542003.021941166] [coordinator]: The time of execution of above program is:8.413681507110596
trials-all-1  | [coordinator-2] [INFO] [1698542003.025838945] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542003.024836002] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542003.028423798] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.046324782] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.049985574] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542003.054627310] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542003.064991722] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.064991722] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542003.069378473] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542003.081661776] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542003.082377735] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542003.088310398] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542003.096466935] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542003.102900570] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542003.106531364] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542003.100504706] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.106240380] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.110485139] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.120846551] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.124877322] [arm]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542003.137140626] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542003.142002350] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542003.149326934] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.152450757] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542003.155889562] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542003.154987613] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.159128378] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.171461678] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.176534390] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.180215181] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542003.185013908] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.185289893] [coordinator]: The time of execution of above program is:8.553256511688232
trials-all-1  | [robot-6] [INFO] [1698542003.193724414] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.199868065] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542003.203757844] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542003.211428409] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.216992093] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542003.219794934] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542003.221910814] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.231430273] [robot]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.234813081] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.237753914] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542003.246728405] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.256971823] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542003.266607276] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542003.268162188] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.274253842] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.278314612] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542003.282795357] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542003.291846843] [environment]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542003.293605744] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.306181030] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.315596495] [robot]: not ready
trials-all-1  | [environment-3] [INFO] [1698542003.317497387] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542003.328314773] [arm]: not ready
trials-all-1  | [robot-6] [INFO] [1698542003.333574475] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542003.334995394] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.346256755] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.347019711] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542003.352344409] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542003.358170078] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.370017406] [coordinator]: The time of execution of above program is:8.750080347061157
trials-all-1  | [coordinator-2] [INFO] [1698542003.373814190] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542003.370043404] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.374205168] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.382802680] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.386753456] [arm]: Action result: False
trials-all-1  | [coordinator-2] [INFO] [1698542003.396308913] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542003.399492732] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542003.403184523] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.404789432] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542003.411415056] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542003.424294324] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.432526857] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542003.446518063] [robot]: Doing a_navto
trials-all-1  | [arm-1] [INFO] [1698542003.443516233] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.447162026] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.451553777] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542003.455289565] [arm]: Doing a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542003.459149346] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542003.464111064] [environment]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542003.475944392] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [environment-3] [INFO] [1698542003.483688953] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542003.485336859] [robot]: not ready
trials-all-1  | [robot-6] [INFO] [1698542003.497854148] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542003.494848319] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.499450058] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.503065852] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.510900408] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [coordinator-2] [INFO] [1698542003.514721191] [coordinator]: door_closed
trials-all-1  | [arm-1] [INFO] [1698542003.514418208] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.527095488] [coordinator]: The time of execution of above program is:8.912098169326782
trials-all-1  | [coordinator-2] [INFO] [1698542003.533819107] [coordinator]: Failed
trials-all-1  | [robot-6] [INFO] [1698542003.527640457] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.533093148] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.544204517] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.548089296] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.551610097] [arm]: Action: a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.556014847] [coordinator]: ENDSIM
trials-all-1  | [robot-6] [INFO] [1698542003.566230267] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542003.571050993] [robot]: Action: a_navto
trials-all-1  | [arm-1] [INFO] [1698542003.571924943] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.586037142] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.591661823] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542003.595874584] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.605220053] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.608848847] [arm]: Action result: False
trials-all-1  | [environment-3] [INFO] [1698542003.606324990] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542003.609976783] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542003.616637405] [environment]: Responding
trials-all-1  | [arm-1] [INFO] [1698542003.618958273] [arm]: Action: a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.627678778] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542003.632412509] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.634661382] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542003.639688096] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542003.642093960] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542003.653259326] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542003.660656906] [coordinator]: The time of execution of above program is:9.039615869522095
trials-all-1  | [coordinator-2] [INFO] [1698542003.664415693] [coordinator]: Failed
trials-all-1  | [coordinator-2] [INFO] [1698542003.667826499] [coordinator]: ENDSIM
trials-all-1  | [arm-1] [INFO] [1698542003.665074655] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.668590456] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.672822215] [arm]: Action: a_pick_up_sample
trials-all-1  | [arm-1] [INFO] [1698542003.676573002] [arm]: Doing a_pick_up_sample
trials-all-1  | [robot-6] [INFO] [1698542003.689465271] [robot]: Action result: False
trials-all-1  | [robot-6] [INFO] [1698542003.707305258] [robot]: Action: a_navto
trials-all-1  | [robot-6] [INFO] [1698542003.712462965] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [robot-6] [INFO] [1698542003.718229638] [robot]: Doing a_navto
trials-all-1  | [robot-6] [INFO] [1698542003.722758381] [robot]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.732840808] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.736669591] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.740433377] [arm]: Action: a_pick_up_sample
trials-all-1  | [environment-3] [INFO] [1698542003.734445717] [environment]: Receiving message: a_navto,robot1,Room3
trials-all-1  | [environment-3] [INFO] [1698542003.738216503] [environment]: Action: a_navto
trials-all-1  | [environment-3] [INFO] [1698542003.741744303] [environment]: Responding
trials-all-1  | [robot-6] [INFO] [1698542003.755873501] [robot]: door closed
trials-all-1  | [arm-1] [INFO] [1698542003.760027265] [arm]: Doing a_pick_up_sample
trials-all-1  | [coordinator-2] [INFO] [1698542003.771363621] [coordinator]: Receiving sync message: error,door_closed,Room3
trials-all-1  | [robot-6] [INFO] [1698542003.776431333] [robot]: Receiving sync message. a_pick_up_sample,arm1,robot1
trials-all-1  | [coordinator-2] [INFO] [1698542003.777288285] [coordinator]: door_closed
trials-all-1  | [robot-6] [INFO] [1698542003.785891796] [robot]: not ready
trials-all-1  | [coordinator-2] [INFO] [1698542003.794388314] [coordinator]: The time of execution of above program is:9.17536211013794
trials-all-1  | [coordinator-2] [INFO] [1698542003.798505080] [coordinator]: Failed
trials-all-1  | [arm-1] [INFO] [1698542003.800666958] [arm]: not ready
trials-all-1  | [arm-1] [INFO] [1698542003.804308751] [arm]: Action result: False
trials-all-1  | [arm-1] [INFO] [1698542003.808030540] [arm]: Action: a_pick_up_sample
